stock_id,mean_vol,std_vol,mean_spread,std_spread,cluster,median_QLIKE,median_MSE
112,0.0011701290715474,0.0012310432757238,0.0014513042057389,0.0012383022508129,3,-12.92015315840662,4.7280296096985046e-08
113,0.000942329212239,0.0006639906085285,0.0005566108256343,0.0002966322639101,1,,
116,0.0010415145384121,0.0009816756086896,0.0010669436473123,0.0008854375006535,2,-13.14162840585997,2.6806980609858842e-08
119,0.0007671340118689,0.0007294053109279,0.0002621688377444,0.0002198227301454,0,-13.976028407104272,4.735056714510509e-09
120,0.0006613353008035,0.0005723353382301,0.0002960930229017,0.0002260304968941,0,-14.143656358229393,4.640287939923161e-09
122,0.0008784349886038,0.0007814487572158,0.0006388358260615,0.0006563092044053,1,,
123,0.0005927781221528,0.0005518024116681,0.0002344434385024,0.0001862722837578,0,-14.459612072054874,3.233087755710441e-09
124,0.0008744007725837,0.0005968705633876,0.0002065345592952,7.606501580770622e-05,0,-13.538236498491928,6.264598483599837e-09
125,0.0004628892612807,0.0004778449107856,0.0002348508783011,0.000181867876005,0,-14.987777625748222,2.883605280474747e-09
126,0.0011944014319069,0.0011064893471934,0.001130709260702,0.0009231526275027,2,-12.904277250211004,3.0677021244610424e-08
