stock_id,liquidity_regime,liquidity_score,median_BAS,median_vol,n_time_ids,model_recommended,baseline_model
90,illiquid,0.11964285714285716,0.0008791989684774,1137.3989686678133,3830,HAR-RV,"GARCH(1,1)"
93,liquid,0.9142857142857143,0.0001938415632571,5158.852328660078,3830,EGARCH-X,"GARCH(1,1)"
94,illiquid,0.36071428571428565,0.00057735789378535,1732.0279343331908,3830,HAR-RV,"GARCH(1,1)"
95,liquid,0.6910714285714286,0.00030375594036050003,3292.116686898255,3830,EGARCH-X,"GARCH(1,1)"
96,illiquid,0.46785714285714286,0.00047118913525080004,2122.2900222913513,3830,HAR-RV,"GARCH(1,1)"
97,illiquid,0.06607142857142857,0.0010639004833124,939.9375370960927,3830,HAR-RV,"GARCH(1,1)"
98,illiquid,0.16428571428571428,0.00081855920789295,1221.6587271409903,3830,HAR-RV,"GARCH(1,1)"
99,liquid,0.8964285714285715,0.0001987404685516,5031.68784541704,3830,EGARCH-X,"GARCH(1,1)"
100,illiquid,0.32499999999999996,0.0006070757918514,1647.240778536562,3829,HAR-RV,"GARCH(1,1)"
101,illiquid,0.45,0.00048045911537229996,2081.342549278974,3830,HAR-RV,"GARCH(1,1)"
102,illiquid,0.28928571428571426,0.0006497251743018,1539.112289536524,3830,HAR-RV,"GARCH(1,1)"
103,illiquid,0.11071428571428568,0.0008941056968369,1118.4360009534946,3830,HAR-RV,"GARCH(1,1)"
104,illiquid,0.48571428571428565,0.0004628845920772,2160.3657091122614,3830,HAR-RV,"GARCH(1,1)"
105,liquid,0.7178571428571429,0.00028063249759165,3563.379183030746,3830,EGARCH-X,"GARCH(1,1)"
107,liquid,0.5392857142857143,0.000422959813809,2364.2908081371047,3830,EGARCH-X,"GARCH(1,1)"
108,liquid,0.6017857142857143,0.0003764426564689,2656.447091783983,3830,EGARCH-X,"GARCH(1,1)"
109,illiquid,0.42321428571428565,0.00048915501824505,2044.3416968634133,3830,HAR-RV,"GARCH(1,1)"
110,illiquid,0.19999999999999996,0.0007728619429338,1293.8921487115529,3830,HAR-RV,"GARCH(1,1)"
111,liquid,0.9321428571428572,0.00019127138939189998,5228.173451328953,3830,EGARCH-X,"GARCH(1,1)"
112,illiquid,0.05714285714285716,0.0011048930943411,905.0649380665623,3830,HAR-RV,"GARCH(1,1)"
113,illiquid,0.4410714285714286,0.00048583219501975,2058.323862249933,3830,HAR-RV,"GARCH(1,1)"
114,illiquid,0.40535714285714286,0.0005230265634565,1911.948780203004,3830,HAR-RV,"GARCH(1,1)"
115,liquid,0.5214285714285714,0.0004323107532936,2313.1508813542255,3830,EGARCH-X,"GARCH(1,1)"
116,illiquid,0.15535714285714286,0.0008201101680127,1219.3483741619873,3830,HAR-RV,"GARCH(1,1)"
118,illiquid,0.25357142857142856,0.0006925161227335,1444.0097022104305,3830,HAR-RV,"GARCH(1,1)"
119,liquid,0.8607142857142858,0.0002228658500735,4487.004176164382,3830,EGARCH-X,"GARCH(1,1)"
120,liquid,0.8339285714285714,0.00022967235501135,4354.0285908267215,3830,EGARCH-X,"GARCH(1,1)"
122,liquid,0.5125,0.0004517024765366,2213.8466179495767,3830,EGARCH-X,"GARCH(1,1)"
123,liquid,0.95,0.00017657341570314998,5663.366685720149,3830,EGARCH-X,"GARCH(1,1)"
124,liquid,0.9232142857142857,0.00019378437862985,5160.374675559276,3830,EGARCH-X,"GARCH(1,1)"
125,liquid,0.9410714285714286,0.00018866183969905,5300.488967960933,3830,EGARCH-X,"GARCH(1,1)"
126,illiquid,0.13749999999999998,0.00087201219679265,1146.772950747639,3830,HAR-RV,"GARCH(1,1)"
