stock_id,median_BAS,mean_BAS,std_BAS,p90_BAS,median_vol,mean_vol,n_time_ids,n_buckets,median_RV,BAS_rank,vol_rank,liquidity_regime,liquidity_score
69,8.65770318499802e-05,0.000110460548962,8.190441387528256e-05,0.000185067080494,11550.407524512337,11228.867555280758,3830,76600,0.0004218264770279,0.0267857142857142,0.9821428571428572,liquid,0.976785714285714
70,0.0003658562891528,0.0004839178145491,0.0004922725226052,0.0008634039908347,2733.3136798584865,3084.895489606899,3830,76584,0.0004727448509195,0.3660714285714285,0.6428571428571429,liquid,0.6375
72,0.0004801179359052,0.0006910539350306,0.0007613456189074,0.0013523558874249,2082.821584984573,2466.038595073824,3830,76572,0.0005131971787161,0.5446428571428571,0.4642857142857143,illiquid,0.4589285714285714
75,0.0012446909639975,0.0016034668046575,0.0012378280201281,0.0029057040985067,803.4122757574776,871.0959114719141,3829,76299,0.0010997932876141,0.9642857142857144,0.0446428571428571,illiquid,0.0392857142857142
76,0.0004136457849681,0.0005235233043502,0.0003878168009961,0.0009639833290039,2417.527354432736,2698.1528818212305,3830,76600,0.0007623864467464,0.4553571428571428,0.5535714285714286,liquid,0.5482142857142858
82,0.000493509079945,0.0006767985664152,0.0006391795334747,0.0012746343954096,2026.3051697274684,2253.1744912337526,3830,76521,0.0005453371746986,0.5892857142857143,0.4196428571428571,illiquid,0.4142857142857142
88,0.0010041000833765,0.0013196149603147,0.0011226903542905,0.0024469048161447,995.9166588268788,1156.827367313613,3830,76004,0.000746260603137,0.9285714285714286,0.0803571428571428,illiquid,0.0749999999999999
89,0.0004106843134894,0.0005450753257184,0.0004052102005982,0.0009196940622999,2434.9603019980227,2290.3336958831323,3830,76525,0.0005616383567262,0.4464285714285714,0.5625,liquid,0.5571428571428572
90,0.0008791989684774,0.0011411220160517,0.0009075019381026,0.0021051322524049,1137.3989686678133,1257.358529694641,3830,76503,0.0008306376604118,0.8839285714285714,0.125,illiquid,0.1196428571428571
93,0.0001938415632571,0.0002870498568928,0.0002897729538702,0.0005300806919123,5158.852328660078,5297.985257012679,3830,76599,0.0004085235930474,0.0892857142857142,0.9196428571428572,liquid,0.9142857142857144
96,0.0004711891352508,0.0005513327063517,0.000305765777001,0.000922067826986,2122.2900222913518,2258.830064934564,3830,76600,0.0008337927221898,0.5357142857142857,0.4732142857142857,illiquid,0.4678571428571428
97,0.0010639004833124,0.0013189376776859,0.0009067237116052,0.0023628402654056,939.9375370960928,1040.4690987620938,3830,76527,0.0010839963833399,0.9375,0.0714285714285714,illiquid,0.0660714285714285
98,0.0008185592078929,0.0011230378571213,0.001067736417448,0.0021162204981359,1221.6587271409903,1352.9344415756675,3830,76334,0.0006679671448484,0.8392857142857143,0.1696428571428571,illiquid,0.1642857142857142
99,0.0001987404685516,0.0002449133395281,0.0001541916914539,0.0003761766312147,5031.68784541704,4800.766200771274,3830,76600,0.0004125775717082,0.1071428571428571,0.9017857142857144,liquid,0.8964285714285715
101,0.0004804591153722,0.0005657023270501,0.0004240741664388,0.0010085934739249,2081.342549278974,2662.026234403825,3830,76594,0.0007506352247853,0.5535714285714286,0.4553571428571428,illiquid,0.45
103,0.0008941056968369,0.0011982457889314,0.0010501033180917,0.0021859475103104,1118.4360009534946,1222.222231157382,3830,76335,0.0007996058278934,0.8928571428571429,0.1160714285714285,illiquid,0.1107142857142856
108,0.0003764426564689,0.0003640276697504,0.0001215136190283,0.0004437470652133,2656.447091783983,2962.788200455379,3830,76600,0.0005524994990413,0.4017857142857143,0.6071428571428571,liquid,0.6017857142857143
109,0.000489155018245,0.0006116999915493,0.0004366360957526,0.0011285806527148,2044.3416968634133,2326.7738552617584,3830,76592,0.0007403109590632,0.5803571428571429,0.4285714285714285,illiquid,0.4232142857142856
111,0.0001912713893918,0.0002013835156812,8.290092916450907e-05,0.0002281037016719,5228.173451328953,5235.969798735797,3830,76600,0.0004478124732287,0.0714285714285714,0.9375,liquid,0.9321428571428572
112,0.0011048930943411,0.0014340540875912,0.0012068522329143,0.0026529525722557,905.0649380665624,1046.974736245279,3830,76205,0.0008415932025104,0.9464285714285714,0.0625,illiquid,0.0571428571428571
113,0.0004858321950197,0.0005533305358016,0.0002946382078568,0.0008736591324923,2058.323862249933,2201.5929969900008,3830,76596,0.0007732926417024,0.5625,0.4464285714285714,illiquid,0.4410714285714286
116,0.0008201101680127,0.0010526776976533,0.000856275234666,0.0019380027552808,1219.3483741619873,1413.7759411164775,3830,76495,0.0007714884765537,0.8482142857142857,0.1607142857142857,illiquid,0.1553571428571428
119,0.0002228658500735,0.0002594299096005,0.0002123937789789,0.0003358213430265,4487.004176164382,4583.933445973272,3830,76600,0.0005538492581536,0.1428571428571428,0.8660714285714286,liquid,0.8607142857142858
120,0.0002296723550113,0.0002918760551067,0.0002150766824403,0.0004878004338577,4354.0285908267215,4343.866174972627,3830,76600,0.0005111123111843,0.1696428571428571,0.8392857142857143,liquid,0.8339285714285714
122,0.0004517024765366,0.0006286799921604,0.0006332031522146,0.0011946996432294,2213.8466179495767,2461.282364047819,3830,76585,0.0006633901990244,0.4910714285714285,0.5178571428571429,liquid,0.5125
123,0.0001765734157031,0.0002311428750946,0.0001784488301288,0.000391907580851,5663.366685720149,5514.987507656514,3830,76600,0.0004366581714862,0.0535714285714285,0.9553571428571428,liquid,0.95
124,0.0001937843786298,0.0002053957471249,7.324978387009945e-05,0.0002648952729391,5160.374675559276,5204.118688891356,3830,76600,0.0006990989790289,0.0803571428571428,0.9285714285714286,liquid,0.9232142857142857
125,0.000188661839699,0.0002309554351208,0.0001711974196182,0.0002867974949258,5300.488967960933,4915.8262251086535,3830,76600,0.0003420595086163,0.0625,0.9464285714285714,liquid,0.9410714285714286
126,0.0008720121967926,0.0011126362063747,0.0008859506308263,0.0020143710740185,1146.772950747639,1302.4505521847016,3830,76460,0.0008925564972508,0.8660714285714286,0.1428571428571428,illiquid,0.1374999999999999
